Id,SalePrice
2255,183200
2256,185900
2257,200000
2258,176000
2259,194500
2260,155000
2261,190000
2262,170000
2263,250000
2264,240000
2265,170000
2266,208900
2267,385000
2268,319000
2269,176000
2270,178000
2271,235000
2272,176000
2273,185000
2274,196000
2275,159500
2276,235000
2277,159000
2278,145000
2279,115000
2280,135750
2281,178740
2282,179200
2283,118000
2284,131500
2285,136500
2286,139950
2287,315000
2288,250000
2289,465000
2290,426000
2291,285000
2292,280000
2293,315000
2294,556581
2295,350000
2296,196500
2297,230000
2298,280000
2299,285000
2300,280000
2301,310000
2302,305900
2303,213500
2304,213500
2305,199900
2306,197000
2307,185850
2308,209500
2309,277500
2310,202500
2311,187500
2312,176000
2313,179540
2314,176000
2315,183500
2316,179665
2317,190000
2318,173000
2319,176000
2320,176485
2321,222000
2322,193879
2323,164000
2324,179540
2325,192000
2326,180000
2327,219500
2328,215000
2329,179665
2330,178000
2331,305000
2332,315000
2333,335000
2334,281213
2335,250000
2336,290000
2337,250580
2338,230000
2339,205000
2340,374000
2341,192000
2342,214000
2343,208900
2344,213500
2345,213500
2346,182000
2347,250580
2348,180000
2349,176000
2350,270000
2351,264132
2352,174000
2353,317000
2354,84500
2355,84500
2356,142500
2357,214000
2358,188000
2359,120000
2360,115000
2361,156000
2362,277000
2363,129900
2364,187500
2365,251000
2366,153900
2367,213500
2368,164000
2369,191000
2370,173000
2371,179400
2372,179000
2373,277000
2374,280000
2375,270000
2376,244000
2377,241500
2378,159000
2379,226000
2380,145000
2381,166000
2382,175000
2383,191000
2384,274300
2385,149900
2386,119000
2387,134500
2388,87500
2389,102000
2390,115000
2391,129000
2392,119000
2393,157000
2394,127000
2395,250000
2396,139000
2397,277000
2398,116000
2399,93000
2400,89500
2401,117000
2402,144000
2403,145000
2404,175000
2405,166000
2406,120000
2407,135000
2408,129000
2409,148000
2410,143000
2411,110000
2412,149900
2413,139950
2414,135000
2415,144000
2416,102000
2417,123500
2418,125000
2419,132500
2420,131000
2421,136500
2422,91000
2423,117000
2424,148000
2425,250000
2426,143000
2427,114504
2428,185000
2429,145000
2430,132500
2431,134000
2432,127000
2433,131000
2434,140000
2435,139000
2436,119500
2437,115000
2438,118500
2439,110000
2440,87000
2441,102000
2442,115000
2443,149000
2444,132000
2445,105000
2446,140000
2447,205000
2448,117500
2449,116000
2450,157500
2451,188700
2452,205000
2453,109500
2454,112000
2455,133000
2456,132500
2457,127000
2458,131000
2459,113000
2460,115000
2461,132500
2462,117000
2463,105000
2464,210000
2465,119000
2466,132500
2467,140000
2468,105000
2469,67000
2470,179900
2471,294000
2472,175000
2473,127000
2474,107000
2475,260000
2476,81000
2477,128000
2478,131500
2479,123000
2480,147000
2481,138800
2482,148000
2483,125000
2484,137000
2485,137000
2486,127500
2487,215000
2488,185000
2489,144000
2490,139000
2491,120500
2492,172500
2493,139600
2494,160000
2495,100000
2496,240000
2497,145000
2498,145000
2499,100000
2500,147000
2501,132500
2502,104900
2503,132500
2504,225000
2505,189000
2506,248900
2507,250000
2508,248900
2509,232000
2510,192000
2511,176485
2512,200000
2513,275000
2514,170000
2515,156000
2516,155000
2517,126175
2518,142500
2519,215000
2520,208500
2521,226700
2522,207500
2523,123000
2524,119500
2525,149900
2526,122000
2527,112500
2528,120500
2529,123000
2530,149900
2531,275000
2532,223500
2533,178000
2534,230000
2535,275000
2536,187500
2537,260000
2538,183000
2539,195400
2540,164990
2541,183500
2542,173900
2543,120000
2544,124000
2545,144000
2546,89471
2547,142500
2548,126000
2549,155000
2550,260000
2551,145000
2552,147000
2553,82000
2554,118000
2555,133000
2556,108500
2557,123000
2558,200000
2559,110000
2560,132000
2561,133000
2562,120000
2563,137500
2564,178000
2565,144000
2566,139000
2567,88000
2568,176000
2569,180000
2570,115000
2571,136905
2572,155900
2573,205000
2574,287000
2575,127000
2576,115000
2577,127000
2578,96500
2579,97000
2580,177000
2581,34900
2582,135000
2583,235000
2584,176000
2585,152000
2586,190000
2587,220000
2588,120000
2589,140000
2590,230000
2591,205000
2592,191000
2593,265900
2594,181500
2595,194500
2596,385000
2597,216837
2598,200000
2599,280000
2600,215000
2601,151000
2602,75000
2603,91000
2604,89500
2605,75000
2606,170000
2607,215000
2608,215000
2609,159000
2610,118000
2611,135000
2612,156000
2613,120000
2614,139000
2615,138800
2616,155000
2617,217500
2618,190000
2619,147000
2620,207500
2621,168000
2622,165400
2623,248000
2624,275000
2625,230500
2626,175000
2627,167240
2628,290000
2629,361919
2630,290000
2631,312500
2632,361919
2633,277500
2634,280000
2635,135960
2636,215000
2637,187500
2638,226000
2639,225000
2640,160000
2641,131000
2642,190000
2643,140000
2644,137500
2645,106000
2646,83000
2647,144000
2648,170000
2649,144000
2650,115000
2651,94500
2652,240000
2653,202500
2654,221500
2655,385000
2656,280000
2657,275000
2658,266000
2659,309000
2660,305000
2661,385000
2662,374000
2663,275000
2664,209500
2665,374000
2666,266000
2667,156932
2668,180000
2669,169990
2670,285000
2671,180000
2672,202500
2673,185850
2674,180000
2675,167240
2676,183500
2677,173000
2678,200000
2679,280000
2680,348000
2681,336000
2682,361919
2683,287000
2684,275000
2685,301000
2686,275500
2687,235000
2688,202500
2689,193879
2690,240000
2691,186500
2692,84500
2693,212900
2694,84500
2695,213500
2696,186500
2697,188000
2698,190000
2699,179200
2700,167240
2701,173000
2702,110000
2703,126000
2704,131000
2705,126000
2706,79900
2707,115000
2708,126000
2709,127000
2710,135000
2711,215000
2712,335000
2713,170000
2714,147400
2715,177000
2716,164700
2717,170000
2718,192000
2719,160000
2720,171000
2721,132500
2722,165150
2723,176000
2724,134500
2725,134500
2726,125000
2727,187500
2728,235000
2729,144000
2730,135000
2731,120000
2732,119750
2733,176000
2734,140000
2735,135000
2736,120000
2737,133700
2738,136905
2739,165000
2740,108480
2741,150000
2742,144000
2743,143000
2744,153500
2745,135000
2746,134500
2747,149500
2748,109900
2749,144000
2750,135500
2751,135000
2752,159000
2753,145000
2754,200000
2755,140200
2756,117000
2757,100000
2758,86000
2759,230000
2760,169500
2761,145000
2762,102000
2763,160000
2764,160000
2765,302000
2766,144000
2767,90000
2768,118000
2769,135000
2770,132500
2771,145000
2772,81000
2773,157500
2774,140000
2775,165000
2776,143000
2777,155000
2778,116000
2779,90000
2780,113000
2781,79900
2782,109900
2783,112000
2784,137000
2785,144000
2786,86000
2787,128500
2788,35311
2789,226000
2790,90000
2791,115000
2792,67000
2793,177000
2794,105000
2795,127000
2796,96500
2797,240000
2798,135500
2799,130000
2800,67000
2801,119000
2802,140000
2803,143000
2804,144000
2805,89000
2806,91000
2807,185000
2808,181900
2809,145000
2810,134500
2811,172500
2812,156000
2813,188000
2814,135000
2815,113000
2816,217000
2817,151000
2818,137000
2819,190000
2820,129000
2821,120000
2822,159000
2823,302000
2824,217000
2825,179900
2826,134450
2827,152000
2828,383970
2829,239000
2830,233230
2831,176000
2832,226000
2833,239799
2834,213500
2835,191000
2836,186500
2837,217000
2838,148000
2839,169000
2840,185000
2841,175900
2842,274300
2843,138500
2844,235000
2845,127000
2846,190000
2847,179665
2848,180000
2849,200000
2850,275000
2851,215000
2852,175900
2853,274300
2854,155900
2855,226000
2856,196500
2857,186500
2858,185000
2859,116000
2860,127500
2861,153500
2862,230000
2863,141000
2864,226000
2865,148000
2866,130000
2867,106500
2868,87000
2869,137500
2870,165000
2871,102000
2872,60000
2873,108000
2874,129900
2875,145000
2876,187500
2877,127000
2878,157000
2879,160000
2880,119500
2881,144000
2882,149500
2883,143000
2884,176500
2885,140000
2886,159000
2887,120000
2888,145000
2889,100000
2890,86000
2891,137500
2892,80500
2893,118000
2894,80500
2895,275000
2896,235000
2897,241500
2898,136905
2899,225000
2900,140000
2901,277000
2902,185000
2903,360000
2904,325624
2905,135000
2906,206300
2907,106000
2908,126175
2909,171000
2910,81000
2911,126000
2912,141000
2913,100000
2914,81000
2915,88000
2916,126000
2917,170000
2918,118000
2919,250000
